"","RC1","RC3","RC2","RC5","RC6","RC8","RC4","RC7"
"outspoken",0.0858476722715978,-0.334040007440265,0.282764189670679,-0.146905293115967,0.232151787377738,-0.0440031708532208,0.138398917109199,-0.103006208446303
"passionate",0.0373475620861767,-0.0289713804083955,3.59026736279131e-05,-0.14562198191282,-0.000164437813290722,0.0303666632188713,-0.0551462122169444,0.0143942102186353
"passionless",-0.0130931798013142,0.062587092595448,-0.00915766048430397,0.0915960803003453,0.0318633939948629,-0.0259974961605367,0.017573707624238,0.0196592747715327
"passive",0.0239448876950139,0.180917567441553,-0.186745719782397,0.221288040184404,-0.000724717938312965,0.0932224576753424,-0.044055611604696,0.00088281403182147
"patient",-0.259347388556416,0.0845768074395124,-0.253229982229314,0.126978681812357,-0.304888899219379,0.120949603645855,-0.0389419450798493,-0.0254517580631936
"patronizing",-0.033205221220609,-0.0354321596045342,0.177204983456073,0.0623161863999701,0.0551263559084011,-0.0503841843639191,-0.0328270343948957,-0.0302782896208893
"peaceful",0.106528015612386,0.0375649157430895,-0.115463382324127,0.137295541545154,-0.285366869305248,0.0296605296347297,-0.106272186839621,-0.00737866302545879
"perceptive",-0.00254225246553925,0.0574933921827352,0.00448841851797215,-0.0447901810124332,-0.0138260190702918,0.00284135914989417,-0.0572588529990911,-0.0320614720563159
"perfectionistic",-0.496538304400567,0.0959487232107388,0.0612831486970269,-0.0886303693706436,-0.0558118691982002,0.0488710080207849,-0.270778641050357,0.124491963111667
"persistent",-0.197066109521243,0.0549466627072429,0.00628483453107591,-0.0658729517148983,0.00912178748704453,0.00336017764796181,0.115746673665106,-0.0118003739346252
"pessimistic",-0.0525095000240926,0.0622650470643319,0.109052733162794,0.0241303411720985,-0.167202209777754,0.112658496913979,-0.0170600511490594,-0.0881824835507457
"placid",0.0200191345605879,0.130985172331597,-0.282567544586704,0.381853528237371,-0.189834222482946,0.137115834396445,-0.0285400887938811,-0.101838591268467
"playful",0.169364195453581,-0.149269942249306,-0.158925138350958,-0.225968222966928,-0.029206029542442,0.194909712387232,-0.0789733329161172,0.206746338862051
"poised",-0.158871968256871,-0.28674411050224,-0.0218170444619434,0.102583381591703,0.101678479725603,-0.102998262445123,-0.0983102974677295,-0.0199168732407148
"polite",-0.00495903968999989,-0.0552769738033028,-0.148344547436425,0.0784730208454327,0.0362306047224289,-0.0147603515151146,-0.0287513378467992,-0.0228647581128338
"pompous",-0.0221104052763765,-0.00439114729776369,0.0141782616235006,0.0516923555741161,0.0703960152839592,-0.0268148927609427,-0.00848084542722244,-0.00590331459500452
"possessive",-0.0831439512417485,-0.0335219350845154,0.0367935824997381,0.0368112292249784,0.0919939306880427,0.044873831164324,0.0190747121642391,0.0536391962770956
"precise",-0.50270620511308,0.142929208435521,0.0375852293519126,0.00290875832390772,-0.00603462544081338,-0.0134584170793011,-0.095454688653348,0.0285259341696229
"predictable",-0.159310579708628,0.103118382004948,-0.0850896809189373,0.520472163686131,-0.181594053465735,-0.085136116701459,0.220107823180895,0.0478421222025912
"prejudiced",-0.013806274008605,0.015544097482054,-0.0137580486464798,0.0338643040782379,0.0148048988763188,-0.0170091514874692,0.00683298254768725,0.0134273181740744
"pretentious",-0.0351290783853904,-0.0214357340510961,0.0930787740309145,0.0210075921447481,0.139281675514011,0.0164658615894427,-0.0656617877257152,-0.00603849706325297
"principled",-0.0289189660996464,-0.0208877521120067,0.020202265120773,0.0559780507648818,-0.0653272927253228,-0.0205887793406392,0.0416825384180299,-0.0301344278916231
"progressive",0.00678133920015647,-0.00781309268946563,-0.130362220511917,-0.357978936355803,0.00886639760712503,-0.044455937135716,-0.034190584733658,-0.0563849315918428
"proud",0.0310082009009693,-0.0311909657507436,0.0126573830903595,0.041230776605554,0.0367309249405626,-0.0323559455118042,-0.00260668935914474,0.0483273816291036
"prudish",-0.0279301714260266,0.00709452773528038,-0.0750474701718665,0.198601062984099,-0.00530047097321899,0.0380246488242828,0.0384139702309034,-0.0253821922986168
"punctual",-0.548665656715524,0.0417317424071217,-0.052481570478207,0.131718189355474,0.0133490371096363,-0.0232444695712002,0.0166238081681381,0.0842074702321184
"purposeful",-0.125909653886247,0.0140193355250258,0.0438053327806774,-0.013009568147542,0.0359673808528661,-0.0351627215327746,0.0481004016436647,0.00118195076831567
"quarrelsome",-0.0369255981694446,-0.000280162790063439,0.166196425998485,0.00786227659875847,0.0339150339317497,0.0289436783919014,0.0148502152181069,0.0064581655414194
"rambunctious",0.214418539074385,-0.0137977244508941,0.0627446403318474,-0.0857624077346138,0.0913127699315132,0.0141574272790256,0.174657366889155,0.100044914348226
"rash",0.215966161270738,0.0425626597388883,0.120789401379518,-0.0706613680844997,0.2085760025908,0.0618150583086305,0.182409395364474,-0.0095676134611463
"rational",-0.0946319128368103,0.0975956796031824,-0.061848363054564,0.0379736532178463,-0.0149160633780059,-0.188747771253972,0.0137867282802283,-0.0434717029500521
"reasonable",-0.0902702288853097,0.0529687878064214,-0.154716380181884,0.0871348116917187,-0.0667466560633804,-0.0981215889021004,-0.0263310157827559,-0.0245435002980026
"rebellious",0.223190646059737,0.0214607018911272,0.202314141264088,-0.30044134337446,0.10992835785715,0.171266096354415,0.0114585739792162,-0.12115376454414
"reckless",0.272862840400871,0.0583562789625557,0.0494952428732476,-0.0732795248532837,0.139248815801396,0.0307031465541886,0.153337851685561,-0.0524601354353997
"refined",-0.151449798747434,-0.287083758433959,-0.0556080725632362,0.100997065593329,0.182074995950378,0.10728832791748,-0.356970790008148,-0.100190110407729
"reliable",-0.229348270989181,0.0605604934252267,-0.0345142087378353,0.0527750709213181,-0.012181169598039,-0.0128951740723633,0.0571582423998361,0.0430974494807187
"religious",-0.0825265388983572,-0.240783204875263,0.0088827682484282,0.203604846297981,-0.0399458058368644,0.0892555055329826,0.00221094186571458,0.0224883274324632
"respectful",0.0108044143691874,-0.00738200388967802,-0.0927763722363102,0.0617514872133195,-0.0204418266384813,-0.0205870206779785,0.0168259037882112,0.00068591312833819
"responsible",-0.305159200447195,-0.00979186855752003,-0.0493341343858499,0.0839295888495319,-0.00710730242741258,-0.00792537445124934,0.0226671669817125,0.0411221470948184
"restless",0.110987929594857,-0.0451188725109689,0.0256329153641463,-0.490724741957361,0.0659559137736056,-0.0210811856096227,0.0907553880506988,0.0246511090289905
"restrained",-0.147445209916181,0.231662112665356,-0.123625498868969,0.412112759696858,-0.20366382395981,-0.0733980152095429,0.0341904341056845,-0.0943221680443003
"reverent",-0.066510389735266,-0.182501756881973,-0.00439331582729537,0.291904622369135,-0.259274895418268,0.224598553760983,0.0693329456106211,-0.0991304151671205
"rigid",-0.179770059768066,0.0945079850208574,0.366449159390335,0.35670807914074,-0.146320011273341,-0.2227072134318,0.0191287943836074,0.0871178409406681
"rough",0.111391749124943,0.0522088673266358,0.362675601202783,0.0228079066483223,-0.103690162822906,0.00893713139626959,0.193116582621875,0.134434070520341
"ruthless",-0.0504513069045052,0.0076075107237266,0.078045249036254,0.00795401601434745,0.166504713101459,-0.056478543595043,0.0465277282571496,-0.02009235081395
"sarcastic",0.0882303028440439,0.0532759394965849,0.0883307912344845,-0.106890553031268,0.0226817171073739,-0.04197826885558,-0.0664287769866001,-0.0266095602830028
"scatterbrained",0.661313659228716,-0.0426962291932584,-0.134892630659317,-0.0589871323844886,-0.11945979064117,-0.113408952760749,0.0144462887695396,0.00118639657340753
"scornful",-0.0677405441893513,-0.0107805913848819,0.186952853769969,-0.0433627023631589,-0.019511082635016,0.0432829173179719,-0.0863609519998708,0.0064596452212326
"scrupulous",-0.437857710599231,0.00241296840402979,-0.0202191186779445,0.0338060732402411,-0.0975364931315559,0.0471169134615084,-0.103678062956357,-0.0100654155931454
"secretive",0.0445956184144009,0.336649877205988,-0.0224539333966579,-0.05373168741495,0.00661612731228198,0.0387884215759213,-0.0198430412123195,-0.0489031405824113
"sedate",-0.0907849316438905,0.0308978231351463,-0.125982201846908,0.592487837812279,-0.139633601872972,0.0448810978696868,0.0401509162340666,-0.139287273975163
"self-critical",-0.108034425553799,0.0830557738913105,0.000132377524979361,-0.199315896569768,-0.207022670935425,0.0823180831784463,-0.162655114699768,-0.053508294366003
"self-disciplined",-0.51417097970843,0.0607919913773402,-0.0462672669590243,0.0639043808332379,0.0827365171981984,-0.0337657151347795,0.0198868344150285,0.020136412902759
"self-indulgent",0.258656760568695,0.0363789347805432,0.0189145726486727,-0.0363913630335678,0.201244023612959,-0.00680717027057051,-0.153711851472612,0.0336919446135381
"self-seeking",0.0121188694804811,0.0546000359177013,-0.036409066393484,-0.0286021534918,0.387502013342302,-0.131453184445447,0.0192225631426275,-0.0518225865617988
"selfless",0.0114197369263256,-0.025958449466278,-0.0533488473530549,0.0324058883383885,-0.159906153359968,0.0596146208893606,0.0561938067577319,0.0295508969098177
"sensitive",-0.00610849303571976,-0.259252497211058,-0.193907238850791,-0.0548479231268421,-0.195935876969759,0.339181832623869,-0.104863783992418,-0.111754093415059
"sensual",0.0209546246347403,-0.0542845950053567,0.10879458806066,-0.0934827213666319,0.105671632072787,0.236528040496869,-0.270325084575198,0.179204598787271
"sentimental",0.0292078181510689,-0.234247701652265,-0.202930051077654,0.127260937586223,-0.115619288307968,0.444089665218257,-0.0880784697858053,-0.0555544781631376
"serious",-0.278550843563494,0.0836707875210588,0.022445012912473,0.0446295424629013,-0.0424963034156657,-0.0615871219553576,0.0336381986465068,-0.0782945992802739
"sexy",0.0128587111076684,-0.0150078793525143,0.0119422382071459,-0.12515269894004,0.112666546949463,0.0351352098588957,-0.113069585594958,0.13499103071183
"shrewd",-0.118627370157671,0.0411581157495502,0.0322998995405949,-0.0572834505113887,0.157679003567744,-0.27081872228528,-0.127903815352547,-0.144117251673513
"silent",-0.0157051262059307,0.475496330188384,-0.0575616374859008,0.17087247333826,-0.14734757528684,-0.0115125757583336,-0.0368307295283812,0.0409482535476292
"sincere",-0.00416410830534991,-0.0410716182566666,-0.0322895604469048,0.038165395093181,-0.0683462046493134,0.0628234511800377,0.0164749261796812,-0.0188215525428417
"skeptical",0.0556564791458566,0.204507542617723,0.179334079427412,0.0433758123576335,-0.210881447375664,-0.0911880989761446,-0.115954450667883,-0.200330466659413
"sluggish",0.23509186066944,-0.03960887482464,-0.0178579742197934,0.0987214397455323,-0.0486777420436367,-0.0889756209499726,-0.0821939582789612,-0.00131236806105264
"sly",0.0239012256547149,0.0504533958794798,-0.00938604608376792,-0.0216555430769307,0.214976690258358,-0.0802650729314297,0.0660958194464593,-0.109596539633309
"smart",-0.00429017009951716,0.0777919600377837,-0.0594760019247377,-0.0192716893134425,0.050529386930897,-0.104178815249614,-0.0226734692284429,-0.0612914254367338
"smug",-0.0277655689482506,-0.00951103044093016,0.100115224869503,0.00281531806807102,0.127058543974561,-0.0555602109085454,-0.00865458831025428,-0.0283963632644828
"snobbish",-0.0652268391023404,-0.00579511233042203,0.0796006647942739,0.0258381528095196,0.105107609345261,-0.00412388323917351,-0.0951269392994873,0.0447262334598786
"sociable",0.0548609635827099,-0.453261906812584,-0.0910156470547351,-0.065503880236855,0.190119504488364,0.0640523808629456,-0.0207686537940153,0.0334239768260308
"social",0.0580537740173238,-0.474207543592015,-0.0250630523721555,-0.0282421762231804,0.168665665571148,0.0522369289105108,-0.0254211269080967,0.0125850358957562
"somber",-0.0292540834765921,0.130840866988602,0.0566680371857584,0.133128602644881,-0.147003969959532,0.155069688758137,0.114242440245468,-0.108086166648626
"sophisticated",-0.102892374788984,-0.0755007187045379,-0.0288505467363809,-0.079130940147315,0.199144160430812,-0.088341184194661,-0.2996011429274,-0.180199816598896
"spirited",0.0666766251012496,-0.287633133048511,0.0355818603465379,-0.211383728801432,-0.00838157977987357,0.0265932292970828,0.0389712608686216,0.0843428319046397
"spontaneous",0.298467790384844,-0.12088016462197,0.0807243243278603,-0.356539962173596,0.165066790027176,0.170527115271159,-0.0205473562254192,0.0703121095043911
"stern",-0.169372690713897,-0.0413107402679403,0.48395134781068,0.201112492307632,-0.0943919243196797,-0.171389055950704,0.0435481730195869,0.0584229714748153
"stingy",-0.00466179527504855,0.03454163079707,-0.016413694894293,0.0421501175519917,0.0197587710408578,-0.0200320877409304,0.00496659301910954,0.0051836807871008
"straightforward",-0.0399967120840684,0.0371497336234654,0.0696691725581194,-0.000770672821967251,-0.00471110839363087,-0.0779565437240309,0.146887213394837,0.00356030630788159
"strict",-0.337139051331991,-0.0325503253254253,0.291682447799432,0.173781877005056,-0.0567362558434672,-0.169914134906235,0.00119385332739554,0.091845879391348
"stubborn",-0.0530571024072366,0.0417058488592266,0.457693792926679,0.079506459017628,0.055842372145712,-0.0904088805958351,-0.0622527884590282,0.0286148744300464
"subjective",0.202288248415253,-0.0363526505386311,-0.135192842444399,-0.172332607156526,0.00166642229690052,0.267333775722158,-0.218004068410364,0.118519967459778
"submissive",-0.0012304745070933,0.0478131169037349,-0.154345081102556,0.0717567087275078,-0.0695264844111212,0.0766742129211192,-0.00380146011580273,0.017721129885441
"suggestible",0.0947279008982134,-0.0098293561222595,-0.156229716362866,-0.0658005003398102,-0.00234926849992832,0.0657865071467739,0.00878759036286025,0.0411746341603459
"superstitious",0.00272264957301094,0.0187033242983139,-0.0257183931499827,0.0302353539722584,0.00811360568302242,0.0110380804068041,0.00664249285463718,0.00675621624784197
"surly",-0.0331874037652496,0.0629060156913378,0.177910790642238,0.0397165514104722,-0.0132010151351355,0.041007525784508,0.00314898145589162,0.0682776263151152
"suspicious",0.00485811532268868,0.0404343895524017,0.0555238048776572,-0.0200272699810011,-0.00965988165205597,-0.0169821268388496,0.0665030190058322,-0.124841932027705
"tactful",0.02945526919911,-0.142850431969532,-0.338940484654289,0.161378470476932,0.111090026515605,-0.0174981449911062,0.0486100000989055,-0.125814401490436
"tactless",0.0527118635735372,0.150722732285097,0.352422956956464,-0.135610633412057,-0.0604235261621632,-0.00493004586822253,-0.0128499097258508,0.109431620219916
"tenacious",-0.106702015879249,0.00259129868932108,0.0728767801894547,-0.116163368783197,0.0111844892162735,-0.0477667924748692,0.10360024616088,-0.00894069931070911
"thoughtful",-0.0390849964241533,0.00599907440164399,-0.092752915095222,0.0249293573631571,-0.087613994081474,0.057186166091397,-0.0329377271338714,-0.0596875301540771
"thoughtless",0.176361215924413,0.057606867185149,-0.00961382556248187,0.00156897884644485,0.0694133305358354,-0.0642147267125212,0.0638731158943012,0.0239328698561725
"thrifty",-0.192941767313269,0.0465173913120253,-0.137434600731507,0.0965344470863026,-0.253109929934516,-0.108097274204421,0.11031636108591,-0.033690090595234
"tolerant",0.109107333103919,-0.0101154890936787,-0.397912442507094,0.0144912444509221,-0.0768727504175356,0.000241390520655872,0.204253375988827,-0.148060549993774
"tough",-0.103303451314193,-0.0214703081462151,0.21403384926673,-0.0794948479610276,-0.0245306659653233,-0.23772631396137,0.230794302048317,0.0770172007262065
"traditional",-0.130172472503451,-0.166832564458387,0.0553071517924593,0.604410452544355,-0.124161888343915,0.0392780672728142,0.0833906557255465,0.0697872987239822
"transparent",0.0462776936315848,-0.153387716873104,-0.0558939426527965,-0.0711384276440741,-0.0469334001144902,-0.0426100919328427,0.0356418848470529,-0.0546991921163232
"truthful",-0.0175225555041192,0.0436483489466386,-0.027128191490217,0.0137090449383135,-0.0275338553420317,0.00330195175881935,0.0224195738075755,-0.0167396123497314
"unaffectionate",0.000423088957433057,0.285095379476957,0.0742601167723223,-0.0467921151290276,0.0583819307876442,-0.181554711355121,0.0419207764685909,-0.0356345005702494
"unaggressive",0.0508796595617686,0.0746585443806,-0.245447412964336,0.078250636004468,-0.252801245398685,0.100101339305988,-0.214168875206965,0.0114969475014165
"unambitious",-0.00136261352917109,0.0224283935336949,-0.0437098591262884,0.122947897391872,0.0257589832107914,0.0184008333987921,0.00679194580263693,0.000195311207589446
"unassuming",0.152655104482944,0.227141914030977,-0.278605550009399,0.156950122308963,-0.461449544752271,0.113809992499203,0.101242668644275,-0.0552987558437882
"uncommunicative",-0.0385438603860478,0.541621155978981,-0.0161521247355396,-0.0419492419989744,-0.0495239706278133,-0.00957874271534153,-0.00492804772270334,0.0957064415040592
"uncompetitive",0.10012556168486,0.0797440832128223,-0.194884177477694,0.261013400363181,-0.219579020800841,0.293616162501728,-0.0702709495390067,-0.0684310391595031
"unconventional",0.185228579904643,0.0733423578167917,-0.028835044004039,-0.54721995368955,-0.0140992599189676,0.127694633834718,-0.163371547123044,-0.0916722208440149
"uncouth",-0.0215193998184671,0.112383326160849,-0.0231507030885687,0.0188597140077379,0.0210981670515417,-0.00226514695056943,0.0270970861817034,0.0268588586789486
"understanding",0.0407695443363714,-0.0849193440675275,-0.208418957595709,0.0464116776156623,-0.0758081132844817,0.0671441609194871,0.0349946536018988,-0.090660018107903
"unforgiving",-0.132879935864498,-0.0114881366347774,0.495797285416697,-0.053187960332729,-0.00778625720867231,-0.0598107558202198,-0.186748761623158,0.137070759164933
"unfriendly",-0.0380436352298428,0.214840455218959,0.109613286145628,0.01900247498165,-0.00116204889397688,-0.019704294088575,0.0168843790135611,0.00669220967430721
"ungracious",-0.0524685494206749,0.0696031962604848,0.127242559645795,-0.0130484253986205,0.0239590630110993,0.0182187768362914,-0.0651810151350412,0.0446455868753102
"uninhibited",0.244993333847855,-0.221600799484737,0.153934903497499,-0.326082827368502,0.236952678850039,0.106685957300773,-0.118652608772048,0.0854168105027154
"unobservant",0.170244816363587,0.0315423136435486,-0.072444190056892,0.0212486677635945,0.0127387417962468,-0.10925708753012,0.0718244833628259,0.00420717448549199
"unpredictable",0.411325323510727,0.0019664960185152,0.114968107767071,-0.303839678887133,0.0613198970974259,0.161866557831077,-0.0277436121338225,-0.0220831063256194
"unreliable",0.444820074459286,-0.0274470364628708,-0.0125188159155005,0.0181436053775507,-0.0421568895701883,-0.137847856886178,-0.0404282262807157,-0.000266993054127165
"unruly",0.242059799679548,0.0149705347932378,0.181385307379327,-0.0580630703895908,-0.0532827357539157,0.13265028371238,0.0307572999550639,0.0366709943293475
"unscrupulous",-0.0116242311970375,0.019158593629166,-0.0234190432782862,0.0278288824799056,0.0174557445089842,-0.018638602209889,0.010704930905828,0.00811857668721764
"unselfish",0.00897246198670158,-0.0452690298514817,-0.0588218316448588,0.0434961353005951,-0.119462491997224,0.0580362959267578,0.0661873346951136,0.0395460505135983
"unsociable",-0.0154570357214612,0.511328729050416,0.0179866158747669,0.00333273387137423,-0.0673016945844044,0.0114688540392951,0.00989795958295103,-0.0111340103344915
"unstable",0.0673222724378044,0.0309378571750468,0.00344675203355315,-0.00653481398115317,0.0106657675746495,0.0631235624045928,0.0266685628343046,0.00975737434706786
"vague",0.305440791883229,0.0481212681480117,-0.0667344269409932,0.0274227361407932,-0.0373577768964425,-0.0653003355962395,-0.037880745630742,0.0227768972071691
"vain",-0.0334841595474815,-0.0026066720129325,-0.0133101378348493,0.0154883854311905,0.244852317937128,-0.00293262927739705,-0.0780976000028091,0.0481381124235476
"versatile",0.0216483263490095,0.0269727016885758,-0.123944578248113,-0.311326620694622,0.00340169278604941,-0.00313731632130052,-0.0140985327560895,0.0255874800607076
"vindictive",-0.0210409654281363,0.0171916478974521,-0.0226216431545572,0.0273346584992369,0.0307590746729102,-0.0198853054793383,0.00500868616498017,0.00886655844582309
"vivacious",0.0367428487469647,-0.324767249822971,-0.148197451026611,-0.276233983202725,0.210932965830534,0.175793509911204,-0.113313008381248,0.136532265163842
"volatile",0.0611418914731757,0.0459261227017237,0.127065552643851,-0.0294854750084522,0.141597491487377,0.120782953604155,0.096355382034118,-0.00130332913193428
"wary",-0.0986933065900782,0.244275566266388,0.0895059932478169,0.157619858104805,-0.253670217732566,0.1292824483878,-0.0526564678506644,-0.0809910551227781
"wasteful",0.178035926517285,0.0456164078217578,0.00769553859146963,-0.000504763697840848,0.000581198875838187,0.0112931762211689,0.0255665761968975,0.00667019608344096
"weariless",-0.277279207819408,0.0808200774426588,0.0774794528060773,0.0524740146621859,0.0531735776010219,0.0193282688140785,0.10645758916446,0.0822551596716533
"wise",-0.0382606334949385,0.00958581372085305,-0.0277063325311895,0.091985481224495,0.00586646768267833,-0.0651984448924404,-0.00781904613685041,-0.0646293993017099
"wishy-washy",0.0687444243241938,-0.0200944409825805,-0.11243510337819,0.0565844244646512,-0.0286928203162407,-0.0239532224125423,-0.0727840750599889,0.0213539479491827
"witty",0.0710082680770626,-0.108529027254148,-0.127418279474575,-0.168138473363886,0.0586032395853622,-0.0344856430195912,-0.098098039457071,-0.145107434218961
"wordy",0.104642349747818,-0.128550566329348,-0.0254626144949966,0.108474889078467,0.0495015627377964,0.040107187170426,0.0203844361953806,-0.408106241613071
"worldly",0.0585894985879507,-0.290346078741251,0.204527651906033,-0.0565883593954031,0.138564958451358,-0.0693177251777667,-0.20046457128248,-0.175273268523317
"zealous",-0.0320006028934836,-0.114566011682109,0.0285940415424118,-0.27499858645911,-0.0175349854399997,0.0429764350053152,0.0550647180306663,0.0243729907314986
"abrasive",-0.0947104848499002,3.5455426915373e-05,0.471474600386324,-0.0736739338610839,-0.0311019001924741,-0.0619847631140641,-0.0474511176615818,0.0792586481353037
"abstinent",0.00531255981885666,0.0220005623437126,0.0015245648133993,0.189864116387437,-0.120089820355384,-0.0885636166155812,0.15726433019266,0.0253604462664262
"abstract",0.25259090543854,0.186457151148098,-0.17646146014056,-0.301945178723494,-0.0458728659487105,0.032901050880364,-0.373711661310774,-0.0866985536535759
"acceptant",0.0726235195195101,-0.033404535190285,-0.327142017759566,-0.0811971784692976,-0.0117471670476036,-0.0165802180195517,0.162166549553558,-0.0290085301654542
"accessible",0.0680546507425752,-0.317832979932879,-0.0976118641822278,0.0556578261823367,-0.00465281446269723,-0.00675287255812178,0.0421286540388635,-0.020704712743797
"accomplished",-0.0432345014906195,0.0276418364418495,0.068789805960321,0.0328994522847081,0.0805107386640086,-0.0506239131611464,-0.102405091297504,0.0251251800886362
"accurate",-0.219655231458489,0.0929814547170435,-0.00845873811836037,0.0202114243996945,0.0264109114309808,-0.0488925290162569,-0.0197198171054228,0.00862941643705472
"acid",-0.0658326387494088,-0.0036234381550961,0.21271696177064,-0.0325849030255206,-0.0144148562663299,0.0744225947499364,-0.0827201114913254,0.00335823774849459
"acquiescent",0.000102964582356863,-0.00448352055669608,-0.286089812876355,0.215894112033224,-0.065420251977043,0.130473965158705,0.0523316759005529,0.018631471147995
"acquisitive",0.115153486642871,0.12065757574945,-0.04241964328517,0.0594743026026188,0.534478149274344,-0.237797390706207,0.0417508394224092,-0.158556276665144
"adaptive",-0.0223090451129957,0.0522848029984401,-0.171789836961457,-0.379281729342595,0.00697856051423265,-0.0517456120922077,0.0456826225027092,0.00370472211639779
"adjustable",-0.00826819208223774,0.0248181918295942,-0.235299934700114,-0.330626110547476,-0.00825438310612304,-0.0328538473163786,0.0544672061787229,0.0305481051742052
"affable",0.0822229460410329,-0.368548374906421,-0.151004746979071,0.034166276866334,0.0583894984281083,-0.0214838409258697,-0.0548000811392141,-0.00597963414820122
"affected",-0.0139381427884721,-0.018127309054735,-0.0857981202555262,-0.0152735788369428,0.0333626595361881,0.105986139801108,0.00521467094023286,-0.0418846369685263
"affirmative",0.00100232867091376,-0.0494259813134222,-0.0194419916157568,0.00286050491743955,0.0763032389080731,-0.0921088615846689,0.0857244991871611,-0.00880438993910398
"agitable",0.0339323406389271,-0.0666469581568078,0.0645973981339242,-0.158756213187575,0.0957326745731334,0.337421371647863,0.0153327542000113,0.0333309521162159
"agitative",0.0160563022941809,-0.0923192625153443,0.216864766830185,-0.168510145719997,0.102787812639022,0.0706364093939153,0.112604481414708,-0.0441362576524089
"aimful",-0.290386754433149,0.0468302059643825,0.0271102572631489,-0.0386020291217528,0.0871255585215043,-0.0265299276329652,0.0711328090612971,0.0188254539302225
"alarmable",-0.0678510734476385,-0.0258934072936932,-0.152892654704951,-0.103953179541226,-0.0536167412473364,0.341551904117142,-0.00614550954113712,-0.0309545415095819
"amicable",0.10826950988975,-0.286487573998284,-0.139855386968431,0.0774641983726665,0.00950146315187055,-0.0482761409427194,-0.0146654356447822,0.00978998654715741
"amorous",0.0996240112629299,-0.0300229213348236,0.0188320456560246,-0.00763416135939517,0.00814529119258063,0.0878792007091018,-0.0447477784590974,0.0794694365395689
"angelic",-0.146384232585675,-0.143778056613057,-0.30390349524468,0.0476215925440649,-0.0258126425627748,0.248772804909525,0.0659173640840525,0.0447636436119429
"anticipative",-0.13973477577695,-0.0494056816852248,-0.082592010097919,-0.26174359605236,0.0545613790632046,0.00436195745557144,0.0442962721857041,0.0054499927170007
"antisocial",0.00375692346162068,0.464488169240688,-0.0369329260065903,-0.0323165357682425,-0.0253446519324056,0.0080861489148255,0.0139580071297517,-0.0360845810421129
"appreciative",0.0514183966493685,-0.0312386713065208,-0.080082873797542,0.0361113533471364,-0.0192163299407482,0.0632443908555828,-0.00733883745040511,0.0142107547702119
"approachable",0.0974488508781423,-0.345232383156834,-0.119824958808526,0.0537358125853439,0.015836584443915,-0.035601254071659,-0.0152942599286863,0.0240130691354238
"arbitrary",0.170270246647462,0.0261007085879329,-0.0301966611156404,-0.00270967549268523,-0.0135944139507336,-0.0135664970581349,-0.0196987617220673,-0.00301344134330462
"arbitrative",-0.0529027907224124,-0.110806525792634,-0.0342075654649784,0.189691494215603,0.0963456634140632,-0.219173208275311,0.149454329834541,-0.16360285274965
"aristocratic",-0.06510065657479,-0.0362113482690797,0.0123851112521583,0.0968707124724966,0.230899015131657,-0.0552848085013554,-0.0861997408324415,-0.00317537277979531
"arrogant",-0.0447462863833273,0.0157433849122988,0.163858746430098,-0.0145803318886121,0.143657314352633,-0.0571918121702072,-0.0214610008611355,-0.0313689877348421
"ascendant",0.00386605546063011,-0.0622581661450316,0.00970506166653773,-0.316336236320475,0.237206875605454,-0.232771713469538,-0.0843729142977161,-0.00330746844489755
"asocial",-0.0074620693452349,0.532914015301384,-0.0548919884349338,-0.0366096532680272,-0.00483873422234176,-0.019393755058476,0.0473630527945881,-0.0394454653804254
"astute",-0.112571990346481,0.0403027323430616,-0.0531749074605102,-0.0052164703713235,0.0727733610104462,-0.162169327316993,-0.0533281889982664,-0.124404629514909
"audacious",0.184438166878913,-0.158209795342426,0.208817328255794,-0.298326894661791,0.309946095230611,-0.000453683457482798,0.00821908731240095,0.0570681672841757
"austere",-0.0432074742020513,0.0867552394380689,0.200428495535743,0.271009658204919,-0.0777875279515698,-0.130812543945157,0.0771815487869938,-0.0362253968196498
"authoritative",-0.198734262448498,-0.210578327573382,0.201096962250144,0.208854346801262,0.155757832169732,-0.208338787592676,0.115622942903524,-0.132420693584677
"autocratic",-0.0746073277984353,-0.0364790155094858,0.196204077829887,0.114130101738407,0.0864647882861233,-0.104628513832999,-0.00198998576119512,0.108420176418777
"aweless",0.045519159378801,0.0920676106360735,0.0311359231724935,0.0204590706958864,0.0658967235842834,-0.0871782830985818,-0.032124586178176,0.0404522216292038
"awkward",0.0769032687260617,0.388953369273191,-0.139438797079049,-0.0322105218274283,-0.144283942537213,0.0837613253230284,0.0398148233241173,0.0104774647455612
"balky",0.245924601022767,0.026047640973576,0.237459872491084,0.411025315719648,-0.0590004219154229,-0.056351397454919,-0.195632104983989,0.0349739917429373
"bendable",0.070391629332907,-0.142144575336307,-0.31590857328336,-0.315058778935588,0.0519887781372586,0.122692880744932,0.0574570985501344,-0.058729457007871
"beneficent",-0.00721851490000993,-0.232461423749266,-0.0104739113795987,0.100782522558623,-0.0616233066895097,0.0675414400087572,0.0105024157373761,-0.00475650528989004
"biased",0.000668143738452663,-0.0273021908670713,0.111579960181457,0.00818785754498721,0.0514230115984132,5.24649508413436e-05,-0.0381666119159743,0.0251027564178737
"big-headed",-0.0326321297982154,-0.00618499984214074,0.107242074444836,-0.0110073530533276,0.251992978464129,-0.0541732283181237,-0.0407184017836989,0.000747839038848738
