"","RC2","RC3","RC1","RC4","RC6","RC5","RC10","RC8","RC7","RC9"
"strict",-0.068806480222769,0.188776682806205,-0.0056687383639577,-0.489993240154926,-0.0392681136736894,0.0577930642461141,-0.0762815956598591,0.0657995230835271,0.0688989567214715,-0.0246900719606298
"stubborn",-0.0142062385568992,0.319782879246663,0.0558681350594683,-0.182846761941094,-0.127729152174779,0.227445979981418,-0.11565193036541,-0.0855763071570768,0.0233155114541748,-0.0452417712967676
"subjective",0.3340465463714,-0.0415478892118905,-0.0196029024111675,0.190804686862487,0.047979942558184,0.089345150043887,0.046476285975633,-0.190408636098152,-0.220995338143401,-0.0957313111394134
"submissive",-0.0231458433042516,-0.135329074635885,0.00758863269204211,0.0154585057899076,0.160096738272278,0.0246375550620488,0.0535054875941137,0.00432980087367458,-0.0169491580897253,0.0208357970182401
"suggestible",-0.0214121164969352,-0.143063013227323,-0.0756118769453265,0.0608005076743672,0.017421951654102,0.0421919066184678,0.0724883463774251,0.081810409045432,-0.0288336801564423,0.00156066291728135
"superstitious",-0.00352860990494319,-0.0499759306811558,0.0336416626088233,0.00705690557985972,0.0194136006090835,0.0662444912052194,-0.0149057460755105,-0.00938259995501059,-0.0221446320528941,0.0508783352645243
"surly",-0.09469068398392,0.417724172324387,0.214439212484338,0.0397971482060674,-0.0232058339233015,0.0909285823933527,0.0658441175623141,-0.0513328566699837,-0.0462726001718291,0.0883300365074456
"suspicious",0.757095797904366,-0.0847450017498118,0.177218750173256,-0.0781487956777023,-0.00323572155247874,0.107802391358841,-0.0578479111926258,-0.0799262322595305,-0.0821787958184715,0.127153672208035
"tactful",-0.00735389724284938,-0.49190581606481,-0.137643670717778,-0.0764350413026382,0.0616297169022087,-0.171747556491746,-0.0557040785811715,-0.0491548787084513,0.164330610652193,-0.242797850383811
"tactless",-0.0935039227174796,0.53072367763559,0.0391571876958455,0.119800479823727,-0.0182654483026496,0.0730454509546698,0.0917006477786807,0.125244409729843,-0.116322299872595,0.196919553607775
"tenacious",0.065495912921333,0.0144014672995247,0.0507498718010239,-0.147986344993431,-0.182047385248241,0.0476490817869234,-0.0490923990011596,0.0109962037876943,-0.00840020262535572,0.0213940372974367
"thoughtful",-0.0109315029846372,-0.0954354147194868,-0.0434720283999673,-0.0374976459180845,0.0809601490577767,-0.0992316842601235,0.00463056869356787,-0.0787718759677746,-0.0510153514351923,-0.00267027540080998
"thoughtless",0.10741478767442,0.0368815531104817,-0.0538135394260197,0.166733991293355,-0.00232708352821659,0.084475165110226,-0.0275664582587528,0.0600064952318652,0.0153423361954059,0.0404913839356578
"thrifty",0.0178947847529217,-0.0264238425256912,0.0815079099985586,-0.139270532636534,0.190040701988629,-0.0212559993274001,0.10228606781059,-0.0682648435909796,-0.016237686629569,0.158321781498652
"tolerant",0.153224330679657,-0.548743208874353,-0.0240492139974835,0.125845443632744,0.0788167703899675,-0.0527457185304573,0.0242604440466839,-0.0525139108096713,0.145520768448006,0.0142371077671452
"tough",0.0342829937700751,0.070620765111285,0.0370353099069751,-0.147888286786249,-0.356166565010812,0.139748083599855,-0.0849658159744303,-0.0139457310249093,0.1986872131797,0.120500559477412
"traditional",0.0645184548659377,0.119133193074209,-0.188371319596492,-0.278353205917054,0.368145043242854,0.167714216374895,-0.196015536837679,-0.183408404193704,0.073083733344568,0.0107731884549316
"transparent",-0.66035861917593,0.0306907808647005,-0.310520584389714,0.0391884215420764,0.0105269936634934,-0.135689614629164,0.0244651122968128,0.132417438746459,-0.0116459882303357,-0.00161119547788212
"truthful",-0.561016850971683,0.0655027876792011,-0.0255815901638528,0.0066819118431365,0.0305583970975301,-0.0754086342752229,0.0775507479092332,0.10915571946108,0.0417579229796646,0.0274982396693773
"unaffectionate",0.0216988520992006,0.150330896943589,0.465654395180125,0.000542319513617923,-0.00380070478305375,-0.0559729031511482,0.00344266117537387,0.204794299324712,0.136591152077471,-0.069100556313698
"unaggressive",-0.0832378718709447,-0.284094580139195,0.0771019057869179,0.0836213032483171,0.424007394922443,0.0377508080854217,0.000135618881062135,-0.0090773082396964,-0.189421119475666,-0.00155390653023682
"unambitious",-0.0112962784961519,-0.0189548074536457,-0.0315195905829543,0.0785795869321951,0.23648094334135,0.0713889613328016,0.035120344292844,4.15222588293255e-06,0.0163475301219182,0.0586672403147634
"unassuming",-0.128916683082696,-0.359493131843023,0.139748460142989,0.0873903899149573,0.366743801496831,0.0929221941652856,-0.104616317437152,-0.151091051050608,-0.129546486578033,0.167297663497298
"uncommunicative",-0.0168228518280039,-0.0818545006530207,0.723270582987514,-0.0185978528001133,-0.0457191389287172,0.0936774200120064,0.0116601383818808,0.0167806442279157,0.0319394829912385,-0.023943839433071
"uncompetitive",-0.0861604285980266,-0.0415518740390103,0.0208398531419276,0.202320295620694,0.458549193955147,0.063908523756602,0.189900364406598,-0.240334647656394,-0.0710311008639819,0.0878602008231895
"unconventional",0.152377352481785,-0.0742684512919637,0.282970841161839,0.443629341624487,-0.319891134979642,-0.0970722894773983,0.0463031000870211,-0.159284299391685,-0.152833829149901,-0.0264099121129962
"uncouth",-0.0645258021605614,0.0117523546366229,0.0899163476177848,0.0592058817865709,-0.0203044191432712,0.0158217041955397,0.0349462366087858,0.0661704658984554,0.0574100473980403,0.0863262564016782
"underhanded",0.859595085202647,-0.159763747350911,-0.0475281495441585,-0.0226186350913615,0.0195836161356159,-0.0759555079742601,0.0323707495771483,-0.0338624891534992,0.139834346838283,0.0794161883183915
"understanding",0.0378233345604751,-0.355965500823283,-0.235633172889604,0.0717077774037977,0.0484748344970215,-0.0925405760386469,-0.0339332768863093,-0.0911546176508485,0.0464238682800236,0.0488550831345912
"unforgiving",-0.027733779263367,0.641059714939463,0.00234816026682791,-0.1472342893056,-0.0551697305177103,0.0216002605656216,0.0138251822678033,0.0146288812764595,-0.0594192024810244,-0.0364773727998491
"unfriendly",-0.0888003274744288,0.293871956277767,0.385736246485254,-0.0199257867528794,-0.00511498282900549,0.0205926256527353,0.0993629595585757,0.0262119639692564,0.00667053796183645,0.00387065213408924
"ungracious",0.0150967748934715,0.450406129001955,0.143941109847359,0.0301543179650357,0.0476916421609863,0.00649300027091258,0.129309891686392,0.0064118845582357,-0.063739662045971,0.0155130450046509
"uninhibited",0.0547542493879742,-0.0218814022125202,-0.138455345097756,0.366844665157716,-0.41140520215416,0.07060203270662,0.0323792058196605,0.0215956616221248,0.0687785740110144,0.00166197426528279
"unobservant",-0.0857465130899873,-0.0490688750511894,-0.00743132768303822,0.163398227850779,0.0447348419717764,-0.0184481845610443,-0.0328287672646581,0.0644317127712895,0.0402061644226901,0.0221040960922429
"unpredictable",0.175968251191345,-0.03476637938312,0.105492795143947,0.467301225875809,-0.329805921682101,-0.00678436609863151,-0.043779353899631,-0.0439483713267457,-0.0185434867861242,0.0431724876860121
"unreliable",0.0860330406258834,-0.0773817768986382,-0.0601184840911035,0.358439650307721,0.0775863059270366,-0.0327210503925881,-0.19398582390823,-0.00693670530435856,-0.0249592954014697,-0.0564359002753403
"unruly",-0.0762425358156842,0.144599351442951,0.0298548779910924,0.338892956801038,-0.163853905403248,0.0614988752070259,0.0238231733323403,-0.0447854676470593,0.092794674446976,0.126624902948097
"unscrupulous",0.837619104324899,-0.162146538893992,-0.0922365804012013,-0.0106849046542152,0.0192270545199532,-0.0806197840739293,0.00239065573430956,-0.00596071406734316,0.164964219512084,0.0953597759798675
"unselfish",-0.385042550587504,-0.140695430780962,-0.0613555564017884,-0.0314732376981233,-0.0408363995531252,0.0190618953472072,-0.00734377811717276,-0.14072186769134,-0.0689261490025766,0.109026601157233
"unsociable",-0.0470466487240605,0.0721452576145786,0.657865009159376,0.00358032803848754,0.024515866042898,0.0223527219892555,0.0342932928963016,0.0536809710196118,-0.0210817419318154,0.0220515964895898
"unstable",-0.0596851136107239,-0.00757541745314659,-0.00848900165977067,0.0958576561719642,-0.0266184844223736,0.0329135087132767,-0.081076845808977,0.00636042770159286,-0.0387778593474349,0.0297032002295559
"vague",0.0121029947258404,-0.13275434896507,0.28126625576967,0.195076587635767,-0.0483531167932237,0.0277999116489765,-0.0559145577208755,-0.157613487716074,-0.0288141707783026,-0.104920495705314
"vain",0.118730243946849,0.0212372622739594,-0.0416228684834972,-0.0266805571242576,-0.00429042177242708,0.0183394871838883,0.0195909537582015,0.0665920639867855,0.029182474224276,-0.21813499024643
"versatile",0.0609462122178604,-0.0694979550617855,0.0466432802206344,0.0686561271571792,-0.155454259860921,-0.0805478839351157,0.0286709930011162,0.0471001126394679,-0.0716790674885254,-0.0354474471618805
"vindictive",0.295253320144398,0.100826209564393,-0.0132491605060448,-0.00573860962093916,0.0600405151685241,-0.07620875963603,0.128519646383858,0.0295044566954938,0.126428145961653,0.0393335754602358
"vivacious",-0.104848784227682,-0.0421545267698573,-0.203708995843009,0.107207281656823,-0.230970040321543,0.0636256633509334,0.365344026286321,0.0452256318428563,-0.0209585103709955,-0.202026974777071
"volatile",-0.0679172818243299,0.186116354572575,-0.0159736058930756,0.124495907790887,-0.189197893499556,0.0636910082150585,0.00171196528276053,0.00050057324239141,-0.00955665389680328,0.0808631839998414
"wary",0.222590761252253,0.103210584099122,0.193690738346448,-0.127750457953111,0.240970728599646,0.0340674301989301,-0.0460330499022182,-0.101134669437714,-0.123305558295104,0.129275065203557
"wasteful",-0.0397345832242617,-0.0587290130150107,-0.0710200961211635,0.107423518350972,0.0161403290918905,0.0397419185338537,-0.14368515601408,0.0700156814332235,-0.0264427779989262,-0.0409569864012888
"weariless",0.1058877960621,-0.0542724649182803,0.040004357778479,-0.301602766513522,-0.00966309284283449,0.150851674560355,0.0543442777252929,0.0124437953457334,0.0706969189359551,0.025056260152437
"wise",-0.0118517474690966,-0.00824174091207746,0.02115993591787,-0.00879692752210908,0.0561350446651902,-0.100436045688395,0.00336138409051503,-0.00240185567291287,0.0674731379943204,-0.0265574360665516
"wishy-washy",-0.088110659601338,-0.0539857714124897,-0.013253930900624,0.0664420533043569,0.0673902823300986,-0.0214650289403099,0.0133830721868432,0.0312953027513636,0.0233717348598967,-0.0632188436966489
"witty",0.0653475152404036,-0.127283522709931,-0.0925872299377526,0.145492516626829,-0.0973148342717556,-0.217406444060823,-0.0130179510225888,0.0840492004928927,0.0229399712037175,-0.10153907314417
"wordy",0.0499612720643855,0.082404390839535,-0.246408206160824,0.179531739307975,0.166494686823656,-0.313314227276895,-0.110783184129956,-0.0448019921840159,-0.085653978446301,-0.0490107798002355
"worldly",0.0247141248534829,0.0394978002054904,-0.0994993626102653,0.160337109124288,-0.197220230657208,-0.269477524151332,-0.128325424362903,-0.0887185103097426,0.0479477263389512,-0.263689744313636
"zealous",0.0326807465566103,0.07407857221657,0.0133785851379001,-0.0660761440298463,-0.251788110639849,0.0414299446138327,-0.0187989440827492,-0.0391588744628992,-0.133638440472775,-0.0241130570705715
"abrasive",-0.0763049606900132,0.685850902029604,0.041855066563471,-0.0548287177897877,-0.158887973717653,-0.031812486434634,0.107205286114892,0.0267274317959629,-0.0298781340793809,0.0662246689417309
"abstinent",-0.0718530594550355,0.00185303265565314,0.0690772606078551,-0.0980482440808579,0.188646002886619,-0.00588446076917333,0.0731372774115165,0.0609584248673039,0.0376997021475178,0.119948362208313
"abstract",-0.0769744450186811,-0.103316412003531,0.239693673807506,0.442332334375641,-0.0237722122636748,-0.405367862201413,0.0854526565108171,0.0320476819179652,-0.00673896423504923,-0.116029571888432
"acceptant",0.0829645189152292,-0.433262500823658,-0.154012378570827,0.145145070224889,0.00222773952737838,-0.125844981686401,0.00922175323567019,0.0168847963235654,0.111690031044782,0.0659120577823848
"accessible",-0.0286670901592006,-0.12713821652067,-0.589911244137916,0.0188737460149091,0.0871321441235053,-0.0271014787206778,-0.0106876565995417,0.0295676571856086,0.0196004439433376,0.076877152998407
"accomplished",-0.0587913655958205,0.0151885200497097,0.0618258771074665,-0.0494645064650144,-0.0546611599430895,-0.0898265477046318,-0.0210112863884734,0.00247324634083591,0.0669549802591251,-0.143776295412986
"accurate",-0.0183119380668365,0.00509302590058924,0.0451529575492459,-0.213777262808412,0.0482827431082971,0.00296689398663125,0.0183814741830402,0.105356863512959,-0.0165434938392697,0.0126753026475442
"acid",0.0170500048866699,0.46312839630331,0.00606539302097563,0.0682824213258321,-0.0606094724198598,-0.13820741447392,0.134102868884896,-0.0421249394117577,-0.000676067565203642,0.0217389654412058
"acquiescent",0.10681820417899,-0.291017719132119,-0.0764112537898762,0.0483970050964655,0.317199453182286,0.013681743053203,0.094871389079934,-0.0769267872983781,0.0193407554569779,0.077051850240599
"acquisitive",0.442194236859727,0.0435440354985139,-0.0789069240911296,-0.0290828267564466,0.0610038692070923,0.00882044331828064,-0.199215343073208,0.180874233535614,-0.0202873488488597,-0.106874217037295
"adaptive",0.120809809245088,-0.178012532726351,0.0806083923705696,0.0456100113203258,-0.212501687323147,-0.191057058239142,0.0677598436523377,0.139115879701064,-0.0348789571009919,0.0723773846120175
"adjustable",0.160582715415896,-0.292751333342296,-0.00497643627154895,0.0434761672151304,-0.147924224372107,-0.133902852437412,0.0394909637580268,0.136710961197327,-0.0521233918747769,0.0662320203709603
"affable",0.0575079955893258,-0.310201366745913,-0.473073466991329,0.0586861878484089,0.0516953935428654,0.117419421785808,-0.0851396568558854,-0.0431212990359616,-0.00915783185518845,-0.0444192880771504
"affected",0.284824723238629,0.0341615117269809,-0.0620505459461331,0.0229211504281483,0.0344842216590129,-0.0747221936717685,0.0655183011914666,-0.0596922320441572,-0.0469654165958234,0.0101528437766897
"affirmative",-0.0176269878053571,-0.086219651913184,-0.180501034835572,-0.0512010031610755,-0.0563686013696725,-0.070463329874994,-0.02995254539565,0.0601844186139152,0.0702789203277324,0.0342502120262887
"agitable",-0.160735822827385,0.239601979632545,-0.0948461697790255,0.0965512690414027,-0.187547877935424,0.115210619885553,0.0376389782716068,0.00181813491409276,-0.232819899849533,0.0907958879890033
"agitative",-0.0113208709697803,0.329900645074996,-0.1232988343524,0.0775254440130818,-0.297049945652887,-0.0509814724492587,0.0443964027661859,0.0129003954864693,-0.0310839373449897,0.0792347770172142
"aimful",0.0215581254568473,-0.0278285404755232,0.0523154892050625,-0.220665748588567,-0.110779250422252,0.00845811896069635,0.00166101526279325,0.0625634792999227,0.0144111867611195,0.0203659529362027
"alarmable",-0.0442088396137182,-0.055395438384935,-0.0387633118174969,-0.0219973373034704,-0.00574213092320879,0.0164717400425268,0.0891625542696978,0.0110558325871819,-0.175512542997773,0.066424597237124
"amicable",-0.0598385650108519,-0.334356918336096,-0.474330125336254,0.0398876734920679,0.077525203209959,0.0281772538639005,-0.102430659012282,-0.0395358476303887,-0.00386664761752227,-0.0629133638403039
"amorous",-0.0917845566525896,-0.0301737151773801,-0.0386031958948717,0.0914046940540898,-0.038756224627633,-0.000928650401413986,0.0320712632994084,0.0343754669266688,0.00740837199113427,-0.0541586228248428
"angelic",-0.0599155562272835,-0.164697503072204,-0.139641041071704,-0.0848473149187458,0.0660978781431546,0.067795692369306,0.278378920754292,-0.164051701338603,0.00140666699960679,-0.0037622066144323
"anticipative",0.0506747813812797,-0.0896355081205083,-0.0135574234836171,-0.136259410995857,-0.168478892394282,-0.135880241068519,0.0275425541982816,0.0968451774273221,-0.0857036004130679,-0.011370375450756
"antisocial",0.0203759610048819,0.0187633534027819,0.593546492362986,0.0425581967031736,0.0111320727616084,0.00140745528112434,0.0239810310419685,0.0631318036449151,-0.00977202845254755,0.0463042221176914
"appreciative",0.00732464532256917,-0.155277327115571,-0.0570866902730534,0.0442851000572079,0.0276485395136482,0.000696501642729577,-0.00600499193383414,-0.0728451930084803,-0.00703450866260033,-0.0147768985071741
"approachable",-0.0298413669069357,-0.30088317354204,-0.502678700431229,0.0525862131336917,0.0666940542873442,0.0715665555029236,-0.0464075523729686,-0.0264581195431792,-0.00146715961396059,-0.0102284651384174
"arbitrary",0.0397160856315467,-0.00846492680900303,0.0443606454835149,0.194575046328586,0.0276119724859551,-0.00676036505524481,-0.000182714158119786,0.00925279016789454,0.00528296123858637,-0.0120241193029179
"arbitrative",0.146775453107217,0.087043937557183,-0.223587892583592,-0.104688898419594,0.0704314532935612,-0.392438305989407,-0.0571949496625004,0.0172475126745209,0.192980916186838,0.000300368471330794
"aristocratic",-0.0322592498994728,0.0297790089421927,-0.00995724208214438,-0.0258779686765199,-0.0331134116095407,-0.10948389186368,-0.0135356046467488,0.0120991557932933,0.166882630534224,-0.229345487871651
"arrogant",0.00816017199849139,0.422984675172941,0.0259067136822633,0.00787128639255671,-0.0849945824600186,-0.0947640516480225,0.0617268205575003,0.0598068947143731,0.0887116909587077,-0.0925613073714699
"ascendant",-0.0955971052370187,0.0018371158797461,-0.0360523852019461,0.00259002994352172,-0.404941837009612,-0.235118571112977,0.0151247615619312,0.127004534808342,0.158853959057001,-0.217288175766796
"asocial",-0.00734800723697445,-0.0070246874082758,0.647973623546247,0.0230356376426445,0.0313994000915862,-0.00984971269677313,0.00181725671766884,0.0611328160311118,-0.0393748628650413,0.0248033960283464
"astute",0.0854117991978829,-0.0209981666866692,0.0378651161797904,-0.130047990958067,0.00188979673921334,-0.138248704764468,-0.0514097144199182,0.0491361517927964,-0.00782828338408076,-0.0319869289400928
"audacious",0.200638631643429,0.0186641284795189,-0.0343501347531389,0.228095504341769,-0.529821796899929,0.00827450082017028,-0.0459848898857222,0.00841021572236687,0.0907159317168468,-0.059432065980299
"austere",-0.119697433140526,0.159462373942529,0.310210517187855,-0.120850032034839,0.045219303865705,-0.0875725792503384,-0.0608408786903681,-0.0171772288249184,0.184981368881952,-0.0163533084434166
"authoritative",-0.0426398179546501,0.209005371771151,-0.13243491514064,-0.191516003131389,-0.161070834577511,-0.171156390409216,-0.0695972476705424,-0.0777737718233173,0.191461719723929,-0.121584295502442
"autocratic",0.0833593619922753,0.461402318188423,-0.049935396677866,-0.148658588448592,-0.0413113503451537,-0.116796516966458,0.111914754695968,-0.0322110050769881,0.21540171573553,-0.071509716712043
"aweless",0.0340534588471472,0.110514830256856,0.0571823609137225,0.139806589003642,0.0586623550085913,0.0661085434570698,-0.0720801478419826,0.154037906457676,-0.00676904684037324,0.0877010701698548
"awkward",-0.0817988645377555,-0.0568452734258742,0.355076427134295,0.109220584957925,0.116984943358676,-0.0191187071653229,0.0133123986795053,0.0736741240286542,-0.141470983441189,0.121653234382854
"balky",-0.193558901537153,0.299310327873616,0.135170836681327,0.100928672581691,0.108024359571332,0.198311369380565,-0.0437902239280058,-0.161617270623646,-0.000400763095884262,-0.0589647643322622
"bendable",0.28459096834581,-0.237353814535922,-0.0907458030422056,0.131409388316418,-0.21004740751436,-0.125333408299042,0.168566291493739,-0.0850882864570787,-0.0119140336936382,0.0491827622811819
"beneficent",-0.176798234379069,-0.134965451020641,-0.203903575966175,-0.0216677866261481,-0.0231955986627005,-0.0340253266551214,0.00873179995444825,-0.264114522959942,0.00742933023384725,-0.0183307726660014
"biased",0.419187633015899,0.25186887211058,-0.0921020418885693,0.00664837203338777,0.119068005948112,0.0778652691457104,0.0426405978822359,-0.0554603833994787,-0.0113407916584596,0.0159130049704983
"big-headed",0.333958749007085,0.301866237725615,-0.0685504345069757,-0.0449003791662412,-0.051602994936931,0.00789208740355428,0.0712452768129339,0.103136529157686,0.0968705008178267,-0.134262824631416
"big-hearted",-0.140944773401609,-0.260839498349687,-0.25262480452397,0.0633678433183418,-0.0363234759275342,0.0973871587225137,-0.0210930863724597,-0.218245188198994,-0.0385050189999259,0.0841704122544411
"big-mouthed",0.121384245683639,0.133162431141043,-0.217966809887384,0.105897704075078,-0.0567587956226973,0.149159726212377,0.0262127712342517,0.124967982852667,-0.0599199074370721,0.0801344288876612
"blase",-0.0281817370232725,-0.0267702701627978,0.0800073310265617,0.108358865199787,0.0777747123425845,-0.00644659411344431,0.0158990626951515,0.0631416366952736,0.0730348787416208,-0.0161036407990445
"blasphemous",-0.0729959275889709,-0.00333322810266545,0.0299178611725386,0.020274712326887,-0.00727244403085253,-0.00562064587133144,0.0288105317236107,0.0203930340659123,0.0416302587271114,0.0010436990490216
"blunt",-0.0911944904877925,0.41368289629313,0.0494792780118764,0.00650776908456753,-0.130558785736735,0.138021472819131,-0.109682845135239,0.0304634900181082,0.00552646448432697,0.110125144558515
"blunt-witted",-0.0590956472572489,-0.0174397402289141,0.00507272876420005,0.00959270692524198,0.0186523976799438,0.0514415155511188,8.88738680713624e-05,0.0151965876119985,0.0387167214744432,0.0187705288264757
"blustery",-0.00178630466608783,0.205154125673147,-0.082990197890534,0.0939993797817914,-0.14775439349229,0.109645460344188,-0.0901708897727519,-0.0476175689253887,0.0171839476959566,0.100792758202681
"boastless",-0.257239969755522,-0.142878025059239,0.205772685323698,0.0314098874209328,0.145146978718147,0.0163630117661082,0.0297714417728214,-0.073371259264421,-0.0696756725109101,0.157751805474767
"bookish",0.160474268543311,-0.0498064799147861,-0.0695382815771138,0.023528973466159,0.286095762531158,-0.621719427749696,0.115797105108617,0.065829751213062,0.0521047981946155,0.176332797408947
"boorish",-0.107837298096639,0.182709497974645,0.0932635621487481,0.0540263158611841,-0.00374644699736316,0.0567239963792808,0.0656441948571053,0.0403838428261147,0.0360114777373351,0.0790925105153809
"bountiful",0.0709554215095605,-0.0920797794133476,-0.228266502004057,-0.070733298542674,-0.0554746935963841,0.101572363948292,0.16249833286804,-0.270373120031087,0.046949436375205,-0.102122427715208
"boyish",0.00745055884450993,-0.182603691953868,0.0119478443571775,0.172252446469589,-0.0989256764723605,0.0405501550596165,-0.183174582272942,0.100661649672356,-0.0672650319127512,0.0830671005087577
"brainy",0.00493262428930022,-0.0160470057860607,0.0907852629735084,-0.000531149964473367,-0.000739257688020424,-0.447547583597122,0.0191634450317632,0.106576562744199,0.0238497739852801,-0.00966823395467661
"brash",-0.09810807032664,0.222600060107279,-0.0512953049808001,0.162223803465682,-0.301250041593996,0.113032214514015,0.0162874251546077,0.0721249625273594,0.0687316388329482,0.0629280913459194
"brawlsome",-0.0865161551010738,0.0907647165727156,0.0141027768065116,0.0655742261543752,-0.0647036926081953,0.0362231282774,0.0381110614566304,-0.00498699175806802,0.0612504964890434,0.090524720664615
"brazen",0.416665976722872,0.0712385141050724,-0.0721382199868083,0.23026487861641,-0.352066421687803,0.0302830784506144,-0.10395570315273,0.0735719772035179,0.13901447781095,0.0826916705177999
"breezy",0.0741774933549033,-0.22209868944593,-0.222035354954703,0.259308116649966,-0.0651931227363985,0.138409254001774,0.101754264778465,0.0657704770324373,-0.00263691924984118,-0.0263576597966921
"brisk",0.0392125234623666,0.0228641041852929,-0.120578500411715,-0.283499918214432,-0.352754123600105,0.0616040251350946,-0.0946417027657626,0.242036497214707,-0.0143440338797693,0.0606178618569947
"bristly",-0.0908051884718623,0.436883394983072,0.139843505212336,0.0652148897171701,-0.0833385067719669,0.0478203477069741,0.0295987825015685,-0.111524787397615,-0.0166967951726253,0.072367274664031
"broad-minded",0.0889351791879441,-0.277046760710852,-0.0740942060116308,0.219448543501708,-0.171242539634929,-0.20008616224902,0.0280226967420454,-0.00110470088934998,0.0616198901903524,0.0125701591964951
"broad-spoken",0.149772432395418,0.174300688891937,-0.366019189699754,0.179745055698743,-0.130193131773859,0.235992561931474,-0.244270748471038,-0.0773807166342018,0.0553859055463182,0.141093135268674
"broody",0.132917323658901,-0.0870691134504954,0.437484510843762,0.0780219372762907,-0.00737035624173342,0.039754049976914,0.0956571226505905,-0.229553375471569,-0.0499664806549718,-0.0125261852315044
"brusque",-0.232537063262173,0.587807212164661,0.268542185467729,-0.0102708916631259,-0.190798529510779,0.0202100786003725,-0.0439820141674358,0.0579660749028474,0.053390036183151,0.0588790047524996
"brutal",-0.0594946112691331,0.231280181079145,0.014258275035579,0.0585615742158756,-0.13104961693266,-0.0582205931066675,0.0509344080640042,-0.00203988943157805,0.136355230132766,0.0283443182802887
"bubbly",-0.0300505059741286,-0.112249233009146,-0.21608913496793,0.0544266761225215,-0.0319652189111732,0.14692404463706,0.32658794318015,0.11735233185109,-0.0495078587705868,-0.103723378696979
"bullish",0.0212612421929288,0.124323849846837,-0.147838496967009,-0.109481572794045,-0.454239109095939,0.113447362784597,-0.228476289901543,0.14937447698847,0.256281384655409,-0.113751134586661
"bullying",0.108457182039267,0.177708298400193,-0.0259652466153301,-0.0149788521298046,0.0253202424262482,-0.0474472010210043,0.1309614207467,-0.00444207062357409,0.0890722458796169,0.0199191285859351
"buoyant",0.0367139012192521,-0.228411265599383,-0.269619505108801,0.115364343400197,-0.268719180840666,0.147005208170251,0.0857342328246045,0.0380456763692364,0.0924060643152648,-0.0817071726505375
"businesslike",0.0505721585511583,0.0205729649085804,-0.118529696450458,-0.447761027250256,0.00820259625881892,-0.118319688589532,-0.203769052165589,0.268854955853133,0.00751808025158183,-0.167227728106536
"busyish",-0.023577216660288,-0.026910102737968,-0.00213777091864314,-0.0374161525175797,-0.0645127304980904,-0.0252899333776003,0.00925422828521142,0.0735698622382001,-0.012651018044439,-0.0185296974919728
"cagey",0.797338483389173,-0.211396739279205,0.268030173697789,-0.146900431486266,0.0472921048608344,0.0242390468178539,-0.115454535921348,-0.0391953267341055,-0.0645722800772186,0.0352903872220677
"calculable",0.0632661027254073,-0.020844605328637,0.0275716408106207,-0.431534690747163,0.0952608937991034,-0.0679353773758001,-0.139476208552271,0.24747977051184,0.0163756615499091,0.00172764197439301
"calculating",0.367529533054541,-0.0254332026269852,0.136589096960774,-0.257427169018883,-0.0607766691950183,-0.23040747338316,-0.158362223428569,0.271140794684158,0.000961815869835363,0.0303592550640423
"calm",0.100659264651438,-0.204980007055829,0.056253153779413,-0.0238971663191571,0.245237505280093,-0.0342142654439593,-0.0192433565038477,-0.0580331564284381,0.13661309762364,-0.0527116615406504
"canny",0.0863926613223998,-0.0381269921192583,0.0402322726945023,-0.122641985104108,0.0381492917015151,-0.051911407785714,-0.0186274233900897,0.0352577407078591,-0.0520206070730002,-0.053269627992006
"cantankerous",-0.178166497042771,0.572795565786029,0.0641555700395958,0.0156562503401238,0.0480108269190701,0.169689946671555,-0.0392308879858468,-0.179414960597221,-0.0109803119644827,0.0405958711470054
"capable",-0.0262334277336812,-0.0380712363168094,0.0327908267417749,-0.0496161129245646,-0.0317680446402715,-0.000403291639177495,0.00627508819848671,0.077961864060328,0.019628971626726,-0.00163873130180225
"capricious",0.0969139883632584,0.0330875450735555,-0.053664756444549,0.31380189395533,-0.0441109045559913,0.00577150016094142,0.00648885728039682,0.0171607583272222,-0.0708845953886366,-0.0769310973208645
"careworn",0.211252130938701,0.119936392231606,-0.041583422192893,-0.0604642964571013,0.233118116188289,0.0372485345838766,-0.167059212829216,-0.367992196971497,-0.0570687898934174,0.177132126554105
"catty",0.154976987886581,0.110481875905051,-0.0395479934941406,-0.0602985514262574,0.102868452220149,0.012761685049219,0.228099000941544,-0.0109477137518655,-0.0295843805098254,0.00341928778588872
"caustic",0.0285877743200082,0.64844792708521,-0.00565859032298684,-0.00372494069457541,-0.04579643280848,-0.149507195184808,0.0593771823599325,0.0176600524118629,-0.046901231391149,0.0555878384395653
"cavalier",0.15819889029306,0.00909552369978711,-0.031575620656184,0.229351673922216,-0.16665973186666,0.0419165898665194,-0.0659900022668219,0.0690718172081511,0.139499319530036,-0.0169473317504506
"censorial",-0.0826930913093133,0.548936180672989,-0.10664248232713,-0.216380093269278,0.132941780229339,-0.14578192547628,0.0286206382965465,-0.105938500344454,-0.182088894688534,-0.0411102360380288
"cerebral",0.0529664897727901,-0.00602784857469133,0.170035913649659,0.042195277051921,0.0557542997237973,-0.509193101533067,-0.0389732521619262,0.0454194039534577,-0.0260017833361346,-0.00754149456608936
