"","RC2","RC3","RC1","RC4","RC6","RC5","RC10","RC8","RC7","RC9"
"creative",-0.0591791668676857,0.0010219561968361,0.082246513857535,0.120119557786062,-0.014344137132892,-0.0148548320203,0.0298582573182061,-0.0173676853011864,-0.104734696322544,-0.133217498256103
"daring",0.068358223877015,-0.00646567554653352,0.0898676647368755,0.218856131571206,-0.602750091213745,0.0645623191117441,-0.0445019976255488,-0.00820103227384373,0.0842083454483817,-0.00110994664979932
"deep",0.0426094119442017,-0.00214497380105504,0.0846703231080269,0.0730810533969207,0.00858809882176919,-0.167624485024561,-0.0019244391187724,-0.101740424586609,-0.0408524681594078,-0.00581214743783046
"demanding",-0.130052211623341,0.328450768159874,-0.0394941028965369,-0.320489533435112,-0.313771933632909,-0.0839888154779944,-0.0565277879977797,0.105445855240568,-0.0323848205283913,-0.146496494307589
"disorganized",-0.155850147400135,-0.015781309034657,-0.0123288690166334,0.471928391069376,0.0268441890896918,-0.100136437738405,-0.0521765417277084,-0.00734102668196986,0.0209082723880108,-0.0113388840958241
"distrustful",0.599481010216824,0.139210367036795,0.208180026786191,-0.0778855935956067,0.0615112582607296,0.126960257802739,-0.0466064574640684,-0.0703827119269743,-0.121956376364802,0.0441782138223985
"efficient",0.0846851813044325,-0.0419309588133146,0.0464861917400023,-0.377850527977155,-0.0255379331950887,0.0782703701409497,0.0348374619213388,0.159228806854057,-0.0423571018523203,0.0251100067404874
"emotional",0.0103005909848626,-0.0580617559832954,-0.197604875328227,0.15009057127156,-0.0440136436372786,0.0171352937321272,0.280490584855583,-0.225988374598556,-0.157269389787469,0.0668735008673258
"energetic",-0.0548708132876688,-0.0464490022023835,-0.14101038398625,-0.101707223703319,-0.347854062486251,0.17627546393672,0.0139793378298375,0.0118612366105345,-0.0808310451720058,-0.0119752469536559
"envious",0.13756576828758,-0.022192128392718,-0.044412701121499,0.0209196391341513,0.0422847172740587,0.0331919061897853,0.0568500382279881,0.102935469760761,-0.050838355566638,-0.0161756135756592
"fearful",-0.0664044669117292,-0.0740319320975206,0.0014180608576003,0.0135660286665592,0.0730057539718854,0.00245821753889674,0.0461689039151721,0.0193645382860818,-0.0903368315229469,0.0236111416905316
"fretful",-0.273537648783975,0.21347344263192,-0.0976216534148313,-0.0780349202901126,0.0844808265500689,-0.0516935126919626,-0.00823712752153408,0.00650671745259032,-0.480200550366149,0.000346312965425743
"generous",-0.163510554760205,-0.102502223338153,-0.18214029622619,0.0211128847520052,-0.0100007680877151,-0.0108612437909452,-0.0390112869799383,-0.100915647401436,-0.0239651140239658,0.00356887007243772
"haphazard",-0.143960801959264,-0.00226919376030721,-0.0188976112702674,0.488008176029092,0.0245287318336184,-0.0913471214766725,-0.0812536989568307,0.0493955430864896,0.0551804103555226,0.0158029250775771
"harsh",-0.155651651163301,0.661166926269014,-0.0404834470428505,-0.0897065894718359,-0.145094207445793,-0.0687681525860309,-0.00378133945009859,0.0301504175137717,-0.0295822533870266,0.010628625949824
"helpful",-0.0207778545630069,-0.132653378383978,-0.164720764550519,-0.0645461849431704,0.0323002386739463,-0.000991077585070765,-0.00555639677200935,-0.000817836062075135,-0.0145450565616401,0.0650964470783378
"high-strung",-0.212410756855575,0.26491625610722,-0.0867614830494809,-0.149366323528548,-0.193714567149117,-0.0544331479743484,0.00818935452285973,0.080606135971521,-0.31275424801356,-0.0361076407874821
"imaginative",-0.00139198004712319,-0.00620910568002757,0.0915283064141605,0.170840907183792,-0.0530870373071754,-0.0979911249704754,0.0709541864932694,-0.0300649121271757,-0.139964535804039,-0.104804638166696
"impractical",-0.121962069158837,0.0170630136564286,-0.0233051696493439,0.273552732729044,0.0826033165953237,-0.0221618073649642,0.0118640572179116,-0.0671668838617273,-0.0510330799121838,-0.0322338963355708
"inconsistent",-0.0392838614291668,-0.0130887102861565,-0.0657805653369074,0.491555721718204,0.0505331800409627,-0.0975209709779058,-0.140397960691491,-0.0218802978008936,-0.0415856700538605,-0.0419962286757243
"inefficient",-0.17090465186489,0.0228225433590004,-0.040847707972971,0.373235930317153,0.0691877597885362,-0.0643787576905185,-0.033167403273719,-0.0117912498107972,0.0411589421931265,-0.0495404504937397
"inhibited",-0.0533499237124404,-0.174704029798412,0.499964508135661,-0.0976666459923946,0.19066593265399,0.051313256361655,0.0499466909581675,0.0399855299892761,-0.107805505948838,-0.0442896461325139
"innovative",-0.0519719987683103,-0.0635247542658125,0.195008107432899,0.0640446259521392,-0.325955128876783,-0.197036016878774,-0.00877750108563171,0.053194241140669,-0.0944886775554972,-0.162955159948336
"insecure",-0.0371006185308848,-0.118303605654182,0.132568116992817,0.0158748174625253,0.0604181487743674,-0.0193738412502344,-0.0152120753314538,0.0320961555532521,-0.260598145638391,0.0263813465434498
"intellectual",-0.031962429775003,-0.038722874374637,0.05903772328964,-0.00144231163528049,0.0522341795669921,-0.336359371336543,-0.0304276914770021,0.0714230160149621,0.0279910524552896,-0.0386722143219268
"introspective",0.0542985270465258,-0.0876383349926971,0.225081632468668,0.111516712749952,0.178073730534497,-0.365320479893862,0.0295254604682794,-0.143168026392208,-0.0902945261551021,0.0403037923539183
"introverted",0.0142325851408152,-0.0746612727336907,0.572694615125257,-0.0164273186338727,0.29463564210436,-0.0697664235442373,0.0736185196863892,-0.0754220200870777,-0.0817680781825407,0.0969571720981496
"irritable",-0.194675350718518,0.50256733796017,-0.0101919653290317,0.0153101659085648,-0.113387337666564,0.0263754664973787,-0.00684735362860051,0.00252567332696488,-0.182852608525339,0.0456086698529589
"jealous",0.107549141788599,0.0546173250625151,-0.0510661628147235,-0.0344496237485167,0.00329595062289813,0.0859378485782036,0.0876885268562034,0.024693251543892,-0.0891766677470331,0.00325342402886079
"kind",-0.0742821515191827,-0.1539710766914,-0.114324499466992,0.0194162684545681,0.0653682937181756,0.0338673978556481,0.0304736263428855,-0.0626145938492878,-0.0218606473986485,0.0162161406930803
"moody",0.00351121397980361,0.258484243390325,0.171127998858894,0.0606882374872987,-0.0693512437260591,0.0931233762472823,0.0308782636687291,-0.136183639682577,-0.212397709978687,0.0490590767291396
"negligent",-0.0534282399389291,-0.0390401319766981,0.00239842763907194,0.359193735226892,0.0459452491970918,-0.0938454440008505,-0.159154117863503,-0.000583172481664373,0.0128630240681319,-0.019506463268444
"nervous",-0.095366649628234,-0.097218850766417,0.052365821686727,0.0409580495185759,0.0719297975414086,-0.060018387963705,0.0617778850887929,0.094195870205717,-0.189722142393904,0.0402043429723831
"organized",0.0627225414724836,-0.0346468083388265,0.0150361202681881,-0.461049643865501,0.0311822179490585,0.0784696749486292,0.0682990527552352,0.085958255258886,-0.0236935896905504,-0.0723163803743859
"philosophical",0.0790497225762336,-0.0153942787109205,0.0238116676681584,0.185761718452992,0.109418119703221,-0.386540049535741,-0.0809175954931231,-0.233190983868124,0.0728187274672809,-0.0247063597942739
"pleasant",-0.0276372499312395,-0.143192038669836,-0.160517134559303,0.0329557440786741,0.0650093858956947,0.0551142130782447,-0.00662964497138796,-0.0196287933028539,-0.00760416971203076,-0.0617049233230533
"practical",0.0836311797008331,-0.0553820277655917,-0.0132520390183742,-0.33674770169859,0.0518687096501331,0.101095788266595,-0.0253610313074935,0.0490745520363764,0.039446661484026,0.0877277369124714
"prompt",0.096209081288564,-0.0453784451525789,-0.0561974524004986,-0.415309878646001,-0.0213544374614374,0.0696568397959132,0.0662507397697011,0.10677164068674,-0.0322481539566158,0.0599871706684545
"quiet",0.0072692727211491,-0.148867761790095,0.419330157980052,-0.105753604612599,0.377781942880165,-0.046351113921314,-0.000616444450568563,-0.113914360354515,0.00156260586579021,0.107092600444722
"relaxed",0.21005055451194,-0.30286645451295,-0.0624889017736128,0.306640806056446,0.24842655792326,0.142801296256662,0.029337128335362,-0.149455266341894,0.149136474389843,0.0329556359694243
"reserved",-0.049475172048215,-0.0907032856379372,0.548847312703991,-0.124074137102796,0.340609246592197,-0.123237199205981,-0.0700462726091815,-0.0105996837170783,0.000295352785896973,0.00624464009930145
"rude",-0.0506547994731631,0.496222429536245,0.0581067696497836,0.0977960779967085,-0.045396292675521,-0.0485892189536258,0.115166888626924,-0.00595986759088172,-0.00957232795151454,0.0853391846052485
"self-pitying",-0.0518474953399772,0.00725327064844643,-0.0138433041104418,0.0346463095788967,0.0520778552998961,0.000842805926918185,-0.0157697550499957,-0.0126168207677448,-0.0785608705362967,0.00736417277330584
"selfish",0.509371266195411,0.052559432878979,0.0358389362806111,0.0412660009129695,0.0387455804834891,-0.0087594940256031,0.00680217642258923,0.106671458457159,0.0874946870616194,-0.0625894019462807
"shallow",0.0595753582117711,-0.0188064931812458,-0.0538521505805218,0.0011495348034912,0.0521614169567668,0.044843688800982,0.0225978215028944,0.0645965969912665,0.0114693565447806,-0.0411368299987628
"shy",-0.0476305746162163,-0.238075587868198,0.489629357713261,-0.0166734365748511,0.146155945345317,0.036772671473514,0.101386001633212,0.0278651465544302,-0.0856012263378252,0.0258733720382951
"simple",-0.0344590874886386,-0.118769707750323,-0.0693796639698915,0.0208608242198739,0.16289502569031,0.269743475081588,-0.0283522406441523,-0.0712982651630011,0.0542377026279874,0.163626566672561
"sloppy",-0.111819640094078,-0.00479715869401512,-0.00471884386045012,0.23841544583574,0.0296818123190455,-0.0449138862652237,-0.0414763288049824,0.00884831699645394,0.0270345058087888,-0.0225062919879498
"steady",0.056857119515763,-0.0641589225512197,0.0137383334977459,-0.376464298766728,0.105742376617789,0.118917748142971,0.00496952895189594,-0.0251709466298577,0.0327842821664553,0.0123979073731627
"sympathetic",-0.0849869761948428,-0.351832821438243,-0.234674820425728,0.0431214206523761,0.0787528038892377,-0.00601707884045626,-0.0412931317898198,-0.143581040650096,-0.0365075228627483,0.0191324017732219
"systematic",0.0425994240222514,-0.0481361662131164,0.0514697763451253,-0.45887290260824,0.0680823540540222,0.00280676431256542,0.00202449856062519,0.113659637216029,-0.0291961055840014,-0.0367209890845513
"talkative",0.0106060560184503,0.0362713486600845,-0.520190698327433,0.143595310317155,-0.0950602841435558,0.0197041384047873,0.0290003329543191,0.0742837263779087,-0.0562862437095861,-0.147051269335251
"temperamental",-0.162584934937924,0.51732644528469,-0.0122447285536722,0.0809528538292655,-0.220735791781343,0.108016333840197,0.0456683579533899,-0.104199904447573,-0.168423036343067,-0.0542698385895833
"thorough",0.0517153305522678,-0.0252816483462261,0.0413341001951475,-0.32847011335967,0.0483961254512309,0.0361517184642435,0.0127383919955793,0.00204401861879591,-0.0298791984908596,0.0144018588146762
"timid",-0.0921403222165052,-0.143140651609998,0.149141435436552,-0.00529810652366875,0.13101366553963,-0.0268190495106798,0.114137985496076,0.0552218685162425,-0.0465948599894901,0.0266689304114539
"touchy",-0.0888025776471283,0.507787850419935,-0.0293094714747629,-0.0590301063079628,-0.0223364443901861,0.0845332344569813,0.104082709536995,-0.151863540503957,-0.310998706819819,0.0340048136965317
"trustful",-0.695862742673087,0.0611579314528812,-0.193076960799894,0.05379715563077,0.0694125608627037,-0.0657666994827515,0.076208202697241,0.083172460295447,0.0944498771461459,-0.0134923093611499
"unadventurous",-0.12122065112137,0.00334033120270946,-0.0465445943378215,-0.12653574282764,0.639308420595457,-0.0208069899335685,0.115496472840214,0.125346711868465,0.120806047350124,0.0951624008930021
"uncharitable",0.186541586612868,0.375886191636828,0.00281688503118947,0.0240036890055052,0.168836161039703,0.0283932779472997,0.0655270793944194,0.0947341173275984,-0.0879461591908734,0.0100793665857225
"uncooperative",-0.0654536731813132,0.349674086786697,0.217324488627805,0.029631375138033,-0.00568810079385444,0.147031829907153,0.0715557046092761,-0.115901670750525,0.00409032594197265,-0.102259686712382
"undemanding",0.097004454498642,-0.261827578133858,0.0861449178835991,0.272228650662244,0.234390410956453,0.0722805054615134,0.0761144762444049,-0.0516109382703845,0.0884932941352545,0.105210334392873
"undependable",0.179861026487553,-0.0681185214831104,-0.08217165227697,0.351524372374566,0.091319112277648,-0.0424889583394723,-0.206030274594654,-0.0296678847918765,-0.00139618212482034,-0.0591987445973872
"unemotional",-0.0612027068195097,-0.0430614418303415,0.344124434571982,-0.0715608602956029,0.0350405573894321,0.0178336592511531,-0.0937445391856988,0.168567152094794,0.125558185923345,-0.0241531489786019
"unexcitable",-0.120133665819543,0.0432312236643959,0.160937848565267,-0.0990840732773543,0.482515531710948,-0.0810755480641898,-0.00525668716646184,0.055272771326698,0.17976019209797,0.0536216310966317
"unimaginative",-0.0898359160546893,-0.0302300258786845,-0.0287922857692343,-0.0543032500833039,0.0745300542643258,0.0681795849044632,-0.0278093077800119,0.0395616421249219,0.0815064681731107,0.0357042355986742
"uninquisitive",-0.118127517934466,-0.00504754896107588,-0.00190185826279044,0.0179221734824576,0.0674511384629323,0.196863350688275,-0.00527763293388559,0.04529669202107,0.137322186040495,0.0104366897449097
"unintellectual",-0.0508213705398266,-0.060702845350439,-0.0062075423121863,-0.00444480118973061,0.0190872989720931,0.170860630194577,0.00284827891482901,0.0275983123140196,0.0445596243034572,0.0333871040716619
"unintelligent",-0.0618335295729469,-0.0295796940419495,0.0118570364750864,0.00809048065986401,0.0136744683227704,0.0233241060954411,0.0146794609206474,0.0299421161398823,0.0562573402769623,0.0164316919548823
"unkind",0.231400599499553,0.459728314892966,-0.0449058393596026,0.000864841286912901,0.0973408755439715,-0.078576667666333,0.114061652028598,0.0654215191896256,-0.000877851945768429,0.0269681907100812
"unrestrained",-0.0161011760268208,0.00651975405055128,-1.49660718283861e-05,0.381422526059883,-0.368697493203004,0.069492617277876,0.0234772753495185,0.000484349884465347,0.0548807074920484,0.0116896806617185
"unsophisticated",-0.0243448830718884,-0.0411485965169264,0.008631391153832,0.0157013422936759,0.0868306291157856,0.33968421709548,-0.0155939675658736,-0.0365268417686023,0.0764298290442892,0.187643107334515
"unsympathetic",0.123182195845215,0.474019357606711,0.110594703137359,0.00147378435236495,0.0141006817406167,-0.052529380560106,0.056182417460623,0.206957747960996,0.0821608818253372,-0.0491170291548481
"verbal",0.019753639232884,0.0249926887881207,-0.434273411410315,0.080000670890882,-0.0314611722315403,-0.264180145397279,0.00893228566564846,0.0424433405134339,0.027816326137814,-0.098917849510453
"vigorous",-0.0860137569049656,-0.0322830732386734,-0.0494449178627285,-0.146449098898741,-0.418745432807524,0.150378644590494,-0.108339154254667,0.0253701920289797,-0.00298198513948614,-0.0165542710196279
"warm",0.0485091923460264,-0.287047762901501,-0.424336440255174,0.0431446265570465,0.0119209887032055,0.137410477772799,0.015484001624027,-0.184556136739775,-0.0280717401354621,-0.034341796564375
"withdrawn",-0.00379936312319958,-0.191405267562859,0.66853437767018,0.00406215793752565,0.0591888966666157,-0.0121365197900107,-0.0271831244145796,0.0166916292246703,-0.0604905086345463,-0.0155211856857347
"imperceptive",-0.0552685476098043,0.0317941944323647,0.0121070062393535,0.0555458110733115,0.0385248981079999,0.152277424939894,0.00768270803390064,-0.00345975958525665,0.05329913693386,-0.031783600501649
"imperturbable",0.200924607512739,-0.241853717910343,0.160742587221575,-0.110727894291569,0.268261043221357,-0.0646658333362125,-0.029459412686458,-0.067415154907673,0.313257693509161,-0.00271939861181392
"uncreative",-0.0716021262710627,-0.0685554991747917,-0.0296512795343873,-0.074452207523252,0.0392842147050961,0.0782323428889788,-0.0198723972153155,0.0641599217151249,0.0776259387958902,0.0592757960117997
"unenvious",-0.136495388507296,-0.0529274655331011,0.0739172261406733,0.0916474245068154,0.0494847275344585,-0.0283392107110119,-0.0677062753345216,-0.0353088573630679,-0.0199424071885501,0.104427883517453
"unreflective",0.0349196964014324,-0.0021123594007826,-0.0550190115212154,0.118819494351921,0.0376560814974207,0.220205150784884,-0.0332448323134758,0.0345319353637499,0.0504701671216712,0.0177768750092608
"unsystematic",-0.145516295251246,0.0362735048655554,-0.0147743827761278,0.562342167155683,0.00969256849176825,-0.0655511405268065,-0.0484915528068821,0.000148353732060458,0.0324293426153343,0.0255546026603279
"untalkative",-0.0517429292895186,-0.0265905375301723,0.706829313265066,-0.086687512975008,0.0607875916211045,0.0628902922055887,-0.000871622611170378,0.0170771364626899,0.0182251482352934,0.104092447104194
"abrupt",-0.151611687311688,0.492062181118268,0.203365455777581,0.101198866291576,-0.244603589279053,-0.0191362808798242,0.00771458989047895,0.105489964309884,-0.0157122304940774,0.120794479074087
"absent-minded",-0.15271134390064,-0.120533580345063,0.0874504825302921,0.462492911725569,0.0548599160198655,-0.123381395436345,-0.100482486592113,-0.0198385481054287,-0.0206129660316018,0.00650057220082979
"abusive",-0.0297309196738032,0.0412741544788816,0.00451463996979672,0.0277006062637885,0.0099078234349523,-0.0112590321350481,0.0404009024650627,0.00713358047581524,0.046840260681013,0.0305751123848433
"accommodating",0.104335213530084,-0.480403572728597,-0.390373701135173,0.0483332931434684,0.116011000275681,0.0069046524544007,-0.0778414234948932,-0.0233630605088048,-0.0418940620799099,0.0281587868138161
"adaptable",0.155980083222987,-0.197535492818601,0.0575706142309213,0.104424059166308,-0.244138025478477,-0.16182289857755,0.0575691248905033,0.0843117878006903,-0.0133315472533859,0.0966319142975901
"adventurous",0.021062420961467,-0.125190390850767,0.102844965941641,0.132617766060387,-0.52922430577158,0.0986121824298992,-0.0494667108741191,-0.0572876366627123,-0.0527463344727983,0.0206398956367514
"affectionate",-0.0833473580519963,-0.190892959347892,-0.361610673816079,0.0403116594546547,0.0318339324634366,0.115834350885396,0.0759992368629221,-0.200946702344459,-0.0560525021080965,0.0121411208448105
"aggressive",-0.0339771829134694,0.310574721531821,-0.053571353467975,0.00721127446105094,-0.271825523586008,-0.0636077703250914,0.018874607084231,0.0481365063698366,0.163542267758189,0.0171176982792319
"aimless",-0.11474259238325,0.0212004604240756,-0.00530860582503003,0.221725839578076,0.0524390068645416,-0.0466098233279305,-0.0139236605812857,0.000584056703507723,0.0274920644868091,-0.0290667361014972
"alert",0.0433201907604631,-0.0212696182990676,0.0147561078978187,-0.119801181668969,-0.0643965565352214,0.0315775983483342,0.0267638158345995,0.0613457478677899,-0.00291192474538472,0.0498998273138337
"aloof",0.00346625373545368,0.0964798203258278,0.710969970397968,0.0433293346403895,-0.0149912952142677,-0.0427659972209728,0.0541706702993754,0.0203044713058766,0.0105590535619082,-0.0603219235264857
"altruistic",-0.258996704115589,-0.184650579843154,-0.176560327564157,0.0318168219053032,-0.0465134263676799,-0.0717572122995881,0.0485378983866152,-0.288961252087793,0.0193390424168324,0.1646942956518
"ambitious",-0.0176522070792305,-0.0221421333430478,0.0731180120935163,-0.0845997727522287,-0.329768075043141,-0.180892823369021,0.00433787518229868,0.106409710559625,0.0410915871715811,-0.142187759673612
"amiable",0.00867913380100505,-0.323332992973786,-0.440244450478149,0.0432799304664881,0.0825737324468392,0.125368310657715,-0.0522033705249438,-0.0830027606056156,-0.0144800208197731,-0.0496470348105707
"analytical",0.0276135940050293,0.00367293541590828,0.0943553404159643,-0.157357243393765,0.0226133421962451,-0.311178091791029,-0.0888669506231219,0.0997550497355399,-0.0796321421205004,-0.00937279033488745
"animated",0.083683367793869,-0.0700631331666832,-0.275974778935978,0.176413269354949,-0.32140685176548,0.120396204532918,0.0962721478518483,-0.0299186903230788,-0.0966319332784271,-0.0520643305793941
"antagonistic",0.204605439191505,0.575309066379712,-0.0265059255200326,-0.0179593214574019,-0.045696146380426,-0.0594874055343409,0.169738599719897,-0.00731765809146047,0.092698902265732,0.0346286614500812
"apathetic",-0.0895046981294692,-0.0232758000783619,0.113963231504792,0.0742501926222035,0.0419819189953196,-0.0117877091799497,0.0487698268689762,0.071406804688155,0.0757049753715823,-0.0104803298259456
"argumentative",-0.154744731385009,0.656715058085988,-0.13534480749304,-0.0348871323426116,-0.107983445932757,-0.00677690776597216,-0.0392173720296318,-0.0264846784780874,-0.0342411273453095,-0.0317151971526029
"articulate",-0.000919206110783687,-0.00731926025575381,-0.109647297613781,0.0368182365781825,-0.00984569363340652,-0.182624117322937,-0.00475438656126536,0.0222973073983553,0.0106133712466788,-0.0862075288513508
"assured",-0.00330445472871142,0.0282642240979465,-0.049749020740959,-0.0404792406261187,-0.0648242701162435,-0.000771355032305513,-0.0392214862672127,0.0397016720740657,0.124675678686647,-0.0411357742738734
"autonomous",0.011939853810608,-0.0543104247343405,0.15492400716591,-0.0070158821190608,-0.16143256006642,-0.0382981842700187,-0.00390574120622207,0.0758123847120664,0.0388211230285817,-0.000372104035549301
"belligerent",-0.120833191906727,0.309452212948664,0.0030491517778672,0.0359360485533463,-0.105892319012383,0.0414795140585719,0.0514211813340692,-0.0190580551640927,0.070190773741599,0.0704362290461947
"benevolent",-0.200679926600058,-0.263213270118928,-0.0803187381659739,0.0133464527694909,-0.00511886391263373,0.0107900267638603,-0.0514579482497391,-0.114824158941369,0.00835382257239555,-0.00664739034878533
"bigoted",-0.0763589620508051,-0.0123948549950493,0.0191970248571384,-0.011445806204934,0.00737441692155393,0.000393781294755688,0.0268339818543925,0.0251072974047854,0.0364803989491174,-0.0155520106674127
"bitter",0.100056634706237,0.265683212345575,0.0854769786786707,0.0235683050647381,0.0361958766750046,0.00217328356189331,0.0764239333487885,-0.0358520991860659,-0.00728585940176546,0.0468654156281899
"bland",-0.0508991676903312,-0.041889630173049,0.0519904901331852,-0.0384598406256117,0.15959201616464,0.0126384902243966,0.0219051384557155,0.0903728826757215,0.0358075964263087,0.0225585640893525
"boastful",0.149648278393361,0.0713866508161343,-0.10166318105139,0.0120849181448336,-0.146186710422842,0.0815761837366297,-0.0650441746611821,0.131434515692262,0.0680688956417945,-0.13682925474369
"boisterous",-0.0500097202687407,-0.0212648122464418,-0.113959822241078,0.15676107983051,-0.300474159040425,0.206586349214454,0.000464949457492169,0.149061234174634,0.0827911278278547,0.0011962180744014
"bossy",-0.0150204046187807,0.555679186545357,-0.198049275406994,-0.252469248007604,-0.151904703225051,-0.00596726804099996,0.222162604017081,-0.0253569190450523,0.124553561212743,-0.130575031308212
"brave",0.0244123908345444,-0.0513003974668713,0.0224274181877761,0.0357030120364157,-0.257395865369716,0.0612083161480477,-0.024834746804767,-0.0668750342625066,0.119004726378514,0.0838370801686643
"bullheaded",-0.00858267232311906,0.43204231498637,-0.04648251132352,-0.0881188810570767,-0.287992995797431,0.282564977340957,-0.11535111499507,-0.0578447651990382,0.134498730019419,-0.00213319815711955
"callous",0.216032209558308,0.264048006937816,0.0296213742835274,0.0477733957127626,0.0349076732881334,-0.0584670479060116,0.123459965599137,0.0584421220971815,0.112502068608209,0.0505048333219299
"candid",-0.601110135959832,0.14891634458441,-0.271613176533531,0.0908511917043626,-0.0274684484001587,-0.0946423129429989,0.0166772598129138,0.104802195480006,-0.0154008994882643,0.0864439755667111
"carefree",-0.0773298169825625,-0.15287297373561,-0.0481584815790867,0.352041317419037,-0.0854293940243316,0.127599137918161,0.0722754900794091,0.0952543224678318,0.106030071643245,0.021293594331605
"casual",0.110368570903685,-0.258681623081111,0.00900556469581874,0.442838193922846,-0.0155110117791619,0.10489032820616,-0.0036066928433868,0.0777022029926596,-0.0333559917841982,0.230268613337073
"cautious",0.0440796266748912,-0.00076453202863416,0.112413155090967,-0.329290523152867,0.369687675247377,-0.0814469618920067,0.100866591827943,-0.0907748435060586,-0.0538584882394381,0.0289212759294579
"charitable",-0.181788727572098,-0.1680548416021,-0.178171452185137,-0.0172218134047298,-0.048497085257059,-0.0242152172615194,0.0134429406237002,-0.20131550781509,-0.00880887325164908,0.0771776611742234
"cheerful",0.0259440973907389,-0.251418637676606,-0.399587795865073,0.0117957128983626,0.0036359626229973,0.205546234326136,0.0564354363100708,-0.0433376771922238,-0.00146182555946532,-0.0699420685163475
"clever",0.0416485374310501,-0.0183263058616589,0.0467240200083099,0.0499716342416771,-0.00902020308916855,-0.15731308244066,0.00102831555434032,0.08612525851444,0.0308799514966215,-0.0224886165525311
"coarse",-0.0463448216677144,0.156762827933318,0.0732141748466687,0.123057139391357,-0.0636469600075153,0.0976999786841307,0.00866019463704955,-0.0339964864413839,0.0739854849616812,0.132819159068932
"combative",-0.0887019845610419,0.412212585409797,-0.0409725865595362,-0.00406923198866498,-0.3009731332334,0.0138118088527478,-0.01399434572925,0.00764599039934935,0.152856789927572,0.0283240259386626
"communicative",-0.0364076998184567,0.0118776954424598,-0.609980884479575,0.0389288909601027,0.0172943594171749,-0.164474024307905,-0.0159769601098383,0.0523857340762729,-0.00630837062446616,-0.00475685641926773
"compassionate",-0.108461576960138,-0.292185241091803,-0.132673291492895,0.00742651079922116,0.0257472509986085,0.0372383704543655,-0.0202445795478326,-0.131607562889014,-0.0738214876858856,0.0673498023318065
"compliant",-0.0397767813995097,-0.374068219918383,-0.173783098686062,-0.2743174486481,0.311017912944915,0.00973052394246,-0.00362091430663008,0.170939139821553,-0.0994696466403922,0.0840578152824427
